Họ Tên,MSSV,Khoa,Ngành,Lớp,Môn học,thoi_gian_tu_hoc,chuyen_can,diem_qua_trinh,hoan_thanh_bai_tap,loai_mon_hoc,tai_lieu_on_tap,hinh_thuc_thi,tre_hoc_phi,ho_tro,tre_hoc,hoc_nhom,lam_them,co_kinh_nghiem
Nguyễn Văn Quân,226A010130,Ngoại ngữ,Ngôn ngữ Trung,226A004,Pháp luật đại cương - Nhóm 1,22,33,9.0,70,Đại cương,Không,Trắc nghiệm,Không,Không,50,Không,Có,Có
Lê Anh Sơn,226A010131,Cơ khí,Chế tạo máy,226A005,Chi tiết máy - Nhóm 1,75,100,9.8,100,Chuyên ngành,Có,Trắc nghiệm,Có,Có,25,Không,Không,Có
Lê Hữu Tùng,226A010132,Công nghệ thông tin,An toàn thông tin,226A002,Vật lý đại cương - Nhóm 1,12,33,2.3,35,Đại cương,Không,Tự luận,Không,Không,66,Không,Có,Có
Phạm Thái Long,226A010133,Cơ khí,Tự động hoá,226A005,Hệ thống nhúng - Nhóm 1,86,41,6.5,100,Chuyên ngành,Không,Trắc nghiệm,Có,Không,33,Không,Không,Có
Nguyễn Thái Khang,226A010134,Ngoại ngữ,Ngôn ngữ Anh,226A003,Tiếng Anh giao tiếp - Nhóm 1,86,100,8.3,100,Chuyên ngành,Có,Tự luận,Không,Không,25,Có,Không,Có
Phạm Thái Vinh,226A010135,Công nghệ thông tin,Công nghệ phần mềm,226A001,Kỹ năng giao tiếp - Nhóm 1,76,100,10.0,100,Đại cương,Có,Trắc nghiệm,Không,Không,25,Không,Không,Có
Phạm Đức Hải,226A010136,Cơ khí,Chế tạo máy,226A005,Toán cao cấp - Nhóm 1,69,0,5.3,100,Đại cương,Có,Tự luận,Có,Không,100,Không,Có,Không
Huỳnh Anh Quân,226A010137,Công nghệ thông tin,An toàn thông tin,226A002,An ninh mạng - Nhóm 1,82,55,8.3,100,Chuyên ngành,Có,Tự luận,Không,Không,0,Có,Có,Có
Bùi Gia Cường,226A010138,Kỹ thuật điện,Điện dân dụng,226A005,Vật liệu điện - Nhóm 1,88,100,7.5,100,Chuyên ngành,Có,Trắc nghiệm,Không,Không,22,Không,Có,Có
Hoàng Thành Hải,226A010139,Kỹ thuật điện,Điện công nghiệp,226A005,Triết học Mác - Lênin - Nhóm 1,89,100,9.3,100,Đại cương,Có,Tự luận,Không,Không,11,Có,Không,Có
Phạm Hữu Tùng,226A010140,Ngoại ngữ,Ngôn ngữ Trung,226A004,Hán tự cơ bản - Nhóm 1,75,100,10.0,100,Chuyên ngành,Có,Tự luận,Không,Không,0,Có,Không,Không
Bùi Hữu Khang,226A010141,Kỹ thuật điện,Điện dân dụng,226A005,Vật liệu điện - Nhóm 1,82,100,9.0,100,Chuyên ngành,Có,Trắc nghiệm,Không,Không,11,Có,Có,Có
Phạm Hữu Quân,226A010142,Công nghệ thông tin,An toàn thông tin,226A002,Pháp luật đại cương - Nhóm 1,69,75,9.8,100,Đại cương,Có,Trắc nghiệm,Không,Không,8,Có,Không,Không
Lê Minh Hưng,226A010143,Công nghệ thông tin,An toàn thông tin,226A002,Toán cao cấp - Nhóm 1,74,100,9.8,100,Đại cương,Có,Tự luận,Không,Không,0,Không,Có,Không
Nguyễn Thành Khang,226A010144,Cơ khí,Chế tạo máy,226A005,Pháp luật đại cương - Nhóm 1,40,33,3.5,75,Đại cương,Không,Tự luận,Có,Không,0,Có,Có,Không
Bùi Thành An,226A010145,Cơ khí,Chế tạo máy,226A005,Toán cao cấp - Nhóm 1,20,22,8.5,30,Đại cương,Có,Trắc nghiệm,Không,Không,22,Có,Có,Không
Nguyễn Văn Long,226A010146,Công nghệ thông tin,Công nghệ phần mềm,226A001,Kỹ năng giao tiếp - Nhóm 1,16,33,8.5,45,Đại cương,Có,Trắc nghiệm,Có,Không,55,Không,Không,Không
Võ Thành Khang,226A010147,Kỹ thuật điện,Điện dân dụng,226A005,Mạch điện cơ bản - Nhóm 1,88,100,9.3,100,Chuyên ngành,Không,Tự luận,Không,Không,0,Không,Có,Không
Nguyễn Anh Bình,226A010148,Cơ khí,Chế tạo máy,226A005,Chi tiết máy - Nhóm 1,13,16,7.5,55,Chuyên ngành,Không,Trắc nghiệm,Không,Không,83,Có,Có,Không
Đỗ Thành Vinh,226A010149,Cơ khí,Chế tạo máy,226A005,Cơ học lý thuyết - Nhóm 1,31,100,5.8,20,Chuyên ngành,Có,Tự luận,Không,Không,0,Có,Có,Không
Lê Minh Quân,226A010150,Kỹ thuật điện,Điện công nghiệp,226A005,Toán cao cấp - Nhóm 1,27,33,1.8,70,Đại cương,Không,Trắc nghiệm,Có,Có,50,Có,Có,Không
Đỗ Minh Nam,226A010151,Công nghệ thông tin,An toàn thông tin,226A002,Kỹ năng giao tiếp - Nhóm 1,97,0,4.8,100,Đại cương,Có,Tự luận,Không,Không,22,Có,Có,Có
Bùi Anh Hưng,226A010152,Công nghệ thông tin,An toàn thông tin,226A002,Pháp lý ATTT - Nhóm 1,80,100,8.8,100,Chuyên ngành,Có,Tự luận,Không,Không,11,Có,Có,Có
Nguyễn Anh Long,226A010153,Kỹ thuật điện,Điện công nghiệp,226A005,Triết học Mác - Lênin - Nhóm 1,76,100,8.3,100,Đại cương,Có,Tự luận,Không,Không,11,Không,Có,Không
Nguyễn Đức Hải,226A010154,Cơ khí,Chế tạo máy,226A005,Công nghệ CNC - Nhóm 1,0,33,1.8,50,Chuyên ngành,Không,Trắc nghiệm,Không,Không,66,Có,Có,Có
Lê Minh Hưng,226A010155,Kỹ thuật điện,Điện công nghiệp,226A005,Triết học Mác - Lênin - Nhóm 1,30,44,6.8,95,Đại cương,Có,Tự luận,Không,Không,66,Không,Không,Có
Trần Anh An,226A010156,Kỹ thuật điện,Điện công nghiệp,226A005,Kỹ năng giao tiếp - Nhóm 1,86,100,9.8,100,Đại cương,Có,Trắc nghiệm,Không,Không,25,Có,Không,Có
Đặng Gia Sơn,226A010157,Kỹ thuật điện,Điện công nghiệp,226A005,Vật lý đại cương - Nhóm 1,3,100,2.8,25,Đại cương,Không,Trắc nghiệm,Không,Không,8,Không,Không,Có
Lê Quang Long,226A010158,Cơ khí,Tự động hoá,226A005,Lập trình PLC - Nhóm 1,75,100,6.3,100,Chuyên ngành,Có,Trắc nghiệm,Không,Không,16,Có,Không,Có
Phạm Gia Bình,226A010159,Ngoại ngữ,Ngôn ngữ Anh,226A003,Kỹ năng giao tiếp - Nhóm 1,70,100,9.0,100,Đại cương,Không,Trắc nghiệm,Không,Không,0,Có,Không,Có
Võ Hữu Dũng,226A010160,Kỹ thuật điện,Điện công nghiệp,226A005,Máy điện - Nhóm 1,35,50,8.3,55,Chuyên ngành,Không,Trắc nghiệm,Có,Có,66,Không,Có,Có
Trần Thành Dũng,226A010161,Công nghệ thông tin,Công nghệ phần mềm,226A001,Pháp luật đại cương - Nhóm 1,37,100,5.5,70,Đại cương,Có,Tự luận,Không,Không,11,Không,Không,Có
Đặng Anh Dũng,226A010162,Ngoại ngữ,Ngôn ngữ Anh,226A003,Ngữ âm học - Nhóm 1,27,0,9.0,50,Chuyên ngành,Có,Tự luận,Không,Không,33,Không,Có,Không
Phạm Ngọc Long,226A010163,Ngoại ngữ,Ngôn ngữ Anh,226A003,Toán cao cấp - Nhóm 1,68,100,8.0,100,Đại cương,Có,Trắc nghiệm,Không,Không,16,Có,Không,Không
Hoàng Thành Nam,226A010164,Ngoại ngữ,Ngôn ngữ Anh,226A003,Kỹ năng giao tiếp - Nhóm 1,86,100,8.0,100,Đại cương,Không,Tự luận,Không,Không,11,Có,Không,Có
Hoàng Thành Cường,226A010165,Công nghệ thông tin,Công nghệ phần mềm,226A001,Pháp luật đại cương - Nhóm 1,91,33,6.3,100,Đại cương,Không,Trắc nghiệm,Không,Không,50,Có,Có,Có
Đỗ Quang Bình,226A010166,Công nghệ thông tin,Công nghệ phần mềm,226A001,Cấu trúc dữ liệu - Nhóm 1,47,100,8.8,60,Chuyên ngành,Có,Trắc nghiệm,Không,Không,16,Có,Không,Không
Võ Anh Tùng,226A010167,Công nghệ thông tin,An toàn thông tin,226A002,Mật mã học - Nhóm 1,9,0,7.0,45,Chuyên ngành,Không,Trắc nghiệm,Không,Không,66,Có,Không,Có
Huỳnh Quang Phúc,226A010168,Công nghệ thông tin,An toàn thông tin,226A002,Pháp lý ATTT - Nhóm 1,81,16,6.8,100,Chuyên ngành,Có,Tự luận,Không,Không,58,Có,Không,Không
Hoàng Anh Hải,226A010169,Kỹ thuật điện,Điện công nghiệp,226A005,Máy điện - Nhóm 1,55,100,5.0,25,Chuyên ngành,Không,Trắc nghiệm,Không,Không,66,Không,Không,Không
Trần Thành Khang,226A010170,Kỹ thuật điện,Điện dân dụng,226A005,Triết học Mác - Lênin - Nhóm 1,70,100,8.5,100,Đại cương,Có,Trắc nghiệm,Có,Có,25,Có,Có,Có
Huỳnh Minh Long,226A010171,Cơ khí,Chế tạo máy,226A005,Triết học Mác - Lênin - Nhóm 1,24,0,8.0,40,Đại cương,Có,Trắc nghiệm,Có,Có,66,Không,Có,Không
Đỗ Ngọc Cường,226A010172,Công nghệ thông tin,An toàn thông tin,226A002,Kỹ năng giao tiếp - Nhóm 1,6,44,7.8,55,Đại cương,Có,Trắc nghiệm,Không,Không,66,Không,Có,Không
Nguyễn Đức Phúc,226A010173,Ngoại ngữ,Ngôn ngữ Trung,226A004,Vật lý đại cương - Nhóm 1,85,100,8.5,100,Đại cương,Không,Trắc nghiệm,Không,Không,8,Không,Có,Có
Đặng Đức Hưng,226A010174,Ngoại ngữ,Ngôn ngữ Anh,226A003,Biên dịch - Nhóm 1,88,100,9.5,100,Chuyên ngành,Có,Tự luận,Không,Không,11,Có,Có,Có
Huỳnh Minh Dũng,226A010175,Kỹ thuật điện,Điện dân dụng,226A005,Toán cao cấp - Nhóm 1,20,66,2.3,60,Đại cương,Không,Trắc nghiệm,Không,Không,0,Có,Có,Không
Trần Gia An,226A010176,Cơ khí,Chế tạo máy,226A005,Vật lý đại cương - Nhóm 1,67,100,8.5,100,Đại cương,Có,Tự luận,Không,Không,0,Có,Có,Có
Trần Anh Hưng,226A010177,Công nghệ thông tin,Công nghệ phần mềm,226A001,Lập trình Web - Nhóm 1,82,100,9.0,100,Chuyên ngành,Có,Trắc nghiệm,Không,Không,0,Có,Không,Có
Phạm Gia Sơn,226A010178,Kỹ thuật điện,Điện công nghiệp,226A005,Vật lý đại cương - Nhóm 1,76,55,4.0,100,Đại cương,Không,Trắc nghiệm,Không,Không,11,Có,Không,Không
Lê Anh Dũng,226A010179,Kỹ thuật điện,Điện công nghiệp,226A005,Cung cấp điện - Nhóm 1,90,100,10.0,100,Chuyên ngành,Có,Tự luận,Không,Không,11,Có,Không,Không
Lê Thái Bình,226A010180,Công nghệ thông tin,Công nghệ phần mềm,226A001,Cấu trúc dữ liệu - Nhóm 1,56,44,3.5,25,Chuyên ngành,Có,Tự luận,Không,Không,11,Có,Không,Có
Hoàng Gia Tùng,226A010181,Cơ khí,Chế tạo máy,226A005,Cơ học lý thuyết - Nhóm 1,74,100,8.0,100,Chuyên ngành,Có,Tự luận,Không,Không,22,Có,Không,Không
Hoàng Anh Nam,226A010182,Cơ khí,Tự động hoá,226A005,Triết học Mác - Lênin - Nhóm 1,63,100,8.0,100,Đại cương,Có,Trắc nghiệm,Không,Không,0,Không,Không,Không
Trần Anh Vinh,226A010183,Ngoại ngữ,Ngôn ngữ Trung,226A004,Toán cao cấp - Nhóm 1,73,100,8.3,100,Đại cương,Có,Tự luận,Có,Không,25,Có,Có,Có
Hoàng Anh Khang,226A010184,Cơ khí,Tự động hoá,226A005,Toán cao cấp - Nhóm 1,79,100,9.3,100,Đại cương,Có,Trắc nghiệm,Không,Không,11,Có,Không,Không
Nguyễn Thái Quân,226A010185,Công nghệ thông tin,An toàn thông tin,226A002,Kỹ năng giao tiếp - Nhóm 1,22,41,7.5,30,Đại cương,Không,Tự luận,Không,Không,25,Không,Có,Có
Huỳnh Thái Bình,226A010186,Kỹ thuật điện,Điện công nghiệp,226A005,Máy điện - Nhóm 1,64,100,9.0,100,Chuyên ngành,Có,Trắc nghiệm,Không,Không,8,Có,Có,Có
Lê Thành Khang,226A010187,Ngoại ngữ,Ngôn ngữ Trung,226A004,Kỹ năng giao tiếp - Nhóm 1,79,100,6.3,100,Đại cương,Có,Trắc nghiệm,Không,Không,16,Không,Có,Không
Huỳnh Gia Tùng,226A010188,Kỹ thuật điện,Điện dân dụng,226A005,Kỹ năng giao tiếp - Nhóm 1,24,25,7.3,60,Đại cương,Có,Trắc nghiệm,Không,Không,41,Không,Không,Có
Hoàng Gia Tùng,226A010189,Ngoại ngữ,Ngôn ngữ Anh,226A003,Ngữ âm học - Nhóm 1,90,100,8.0,100,Chuyên ngành,Có,Trắc nghiệm,Không,Không,0,Có,Có,Có
Trần Ngọc Bình,226A010190,Công nghệ thông tin,An toàn thông tin,226A002,An ninh mạng - Nhóm 1,6,25,9.0,45,Chuyên ngành,Không,Tự luận,Có,Có,91,Có,Có,Không
Võ Anh Hưng,226A010191,Ngoại ngữ,Ngôn ngữ Anh,226A003,Tiếng Anh giao tiếp - Nhóm 1,57,22,4.8,60,Chuyên ngành,Không,Trắc nghiệm,Không,Không,100,Không,Có,Có
Phạm Đức Khang,226A010192,Ngoại ngữ,Ngôn ngữ Anh,226A003,Tiếng Anh giao tiếp - Nhóm 1,85,100,8.3,100,Chuyên ngành,Có,Tự luận,Không,Không,22,Không,Có,Có
Đỗ Thái Sơn,226A010193,Công nghệ thông tin,An toàn thông tin,226A002,Pháp lý ATTT - Nhóm 1,56,33,4.5,45,Chuyên ngành,Có,Tự luận,Không,Không,55,Có,Không,Có
Đỗ Thái Long,226A010194,Kỹ thuật điện,Điện dân dụng,226A005,Vật lý đại cương - Nhóm 1,69,100,9.5,100,Đại cương,Có,Trắc nghiệm,Có,Không,16,Có,Có,Có
Huỳnh Thành Khang,226A010195,Kỹ thuật điện,Điện công nghiệp,226A005,Truyền động điện - Nhóm 1,26,83,2.0,55,Chuyên ngành,Có,Tự luận,Có,Không,83,Có,Không,Không
Nguyễn Văn An,226A010196,Ngoại ngữ,Ngôn ngữ Trung,226A004,Hán tự cơ bản - Nhóm 1,86,100,9.0,100,Chuyên ngành,Có,Tự luận,Có,Không,22,Không,Không,Không
Đặng Ngọc Hải,226A010197,Công nghệ thông tin,Công nghệ phần mềm,226A001,Triết học Mác - Lênin - Nhóm 1,72,100,8.3,100,Đại cương,Có,Tự luận,Không,Không,16,Không,Không,Không
Huỳnh Gia Sơn,226A010198,Cơ khí,Chế tạo máy,226A005,Chi tiết máy - Nhóm 1,10,25,8.3,50,Chuyên ngành,Không,Trắc nghiệm,Có,Không,58,Không,Không,Có
Đỗ Anh Sơn,226A010199,Công nghệ thông tin,An toàn thông tin,226A002,An ninh mạng - Nhóm 1,69,100,8.8,100,Chuyên ngành,Không,Trắc nghiệm,Không,Không,8,Không,Không,Không
Huỳnh Hữu An,226A010200,Cơ khí,Chế tạo máy,226A005,Công nghệ CNC - Nhóm 1,9,66,9.3,45,Chuyên ngành,Có,Tự luận,Không,Không,0,Không,Không,Có
Lê Thái Long,226A010201,Công nghệ thông tin,Công nghệ phần mềm,226A001,Vật lý đại cương - Nhóm 1,30,58,2.5,70,Đại cương,Có,Tự luận,Không,Không,16,Có,Có,Không
Huỳnh Văn Quân,226A010202,Ngoại ngữ,Ngôn ngữ Anh,226A003,Ngữ âm học - Nhóm 1,83,100,9.5,100,Chuyên ngành,Không,Tự luận,Không,Không,0,Không,Không,Có
Trần Văn Khang,226A010203,Cơ khí,Chế tạo máy,226A005,Vật lý đại cương - Nhóm 1,1,0,4.3,45,Đại cương,Có,Tự luận,Không,Không,100,Có,Không,Có
Phạm Văn Hải,226A010204,Kỹ thuật điện,Điện công nghiệp,226A005,Pháp luật đại cương - Nhóm 1,11,33,6.3,55,Đại cương,Có,Tự luận,Có,Không,22,Không,Có,Có
Lê Đức Nam,226A010205,Kỹ thuật điện,Điện công nghiệp,226A005,Truyền động điện - Nhóm 1,80,100,8.8,100,Chuyên ngành,Không,Tự luận,Không,Không,16,Có,Không,Có
Trần Anh Hưng,226A010206,Kỹ thuật điện,Điện công nghiệp,226A005,Máy điện - Nhóm 1,68,100,8.3,100,Chuyên ngành,Có,Tự luận,Không,Không,22,Có,Có,Không
Hoàng Ngọc Bình,226A010207,Cơ khí,Chế tạo máy,226A005,Kỹ năng giao tiếp - Nhóm 1,88,50,8.0,100,Đại cương,Có,Tự luận,Không,Không,0,Không,Không,Không
Võ Đức Bình,226A010208,Ngoại ngữ,Ngôn ngữ Anh,226A003,Pháp luật đại cương - Nhóm 1,61,100,9.0,100,Đại cương,Không,Trắc nghiệm,Không,Không,25,Có,Có,Không
Đặng Thái An,226A010209,Công nghệ thông tin,An toàn thông tin,226A002,Pháp lý ATTT - Nhóm 1,78,100,6.3,100,Chuyên ngành,Có,Tự luận,Không,Không,16,Có,Không,Không
Huỳnh Hữu Sơn,226A010210,Kỹ thuật điện,Điện dân dụng,226A005,Vật lý đại cương - Nhóm 1,24,77,4.0,35,Đại cương,Có,Tự luận,Không,Không,0,Có,Có,Không
Trần Thành Quân,226A010211,Ngoại ngữ,Ngôn ngữ Trung,226A004,Kỹ năng giao tiếp - Nhóm 1,29,44,6.3,55,Đại cương,Có,Trắc nghiệm,Không,Không,100,Có,Có,Có
Đặng Đức Tùng,226A010212,Ngoại ngữ,Ngôn ngữ Anh,226A003,Ngữ âm học - Nhóm 1,23,44,9.0,55,Chuyên ngành,Không,Tự luận,Có,Không,33,Không,Có,Không
Huỳnh Thái Bình,226A010213,Ngoại ngữ,Ngôn ngữ Anh,226A003,Biên dịch - Nhóm 1,90,100,8.5,100,Chuyên ngành,Không,Tự luận,Không,Không,0,Có,Có,Không
Bùi Thành Cường,226A010214,Ngoại ngữ,Ngôn ngữ Anh,226A003,Kỹ năng giao tiếp - Nhóm 1,98,16,8.5,100,Đại cương,Có,Tự luận,Có,Không,100,Không,Có,Có
Nguyễn Anh Dũng,226A010215,Cơ khí,Chế tạo máy,226A005,Chi tiết máy - Nhóm 1,86,100,8.5,100,Chuyên ngành,Có,Trắc nghiệm,Không,Không,22,Không,Không,Có
Huỳnh Minh Hải,226A010216,Ngoại ngữ,Ngôn ngữ Anh,226A003,Pháp luật đại cương - Nhóm 1,51,11,7.0,90,Đại cương,Có,Tự luận,Không,Không,33,Có,Không,Không
Nguyễn Thái Tùng,226A010217,Kỹ thuật điện,Điện dân dụng,226A005,Mạch điện cơ bản - Nhóm 1,4,8,7.3,30,Chuyên ngành,Có,Trắc nghiệm,Không,Không,58,Không,Không,Không
Lê Quang Khang,226A010218,Kỹ thuật điện,Điện dân dụng,226A005,Mạch điện cơ bản - Nhóm 1,18,33,1.8,45,Chuyên ngành,Có,Tự luận,Không,Không,66,Không,Có,Không
Võ Thành Vinh,226A010219,Công nghệ thông tin,An toàn thông tin,226A002,Toán cao cấp - Nhóm 1,84,100,9.8,100,Đại cương,Có,Tự luận,Có,Không,0,Không,Có,Không
Phạm Văn Cường,226A010220,Công nghệ thông tin,An toàn thông tin,226A002,Triết học Mác - Lênin - Nhóm 1,74,100,8.0,100,Đại cương,Có,Trắc nghiệm,Không,Không,11,Có,Không,Không
Đỗ Thái Quân,226A010221,Kỹ thuật điện,Điện công nghiệp,226A005,Truyền động điện - Nhóm 1,20,55,5.8,65,Chuyên ngành,Có,Tự luận,Không,Không,11,Không,Có,Không
Hoàng Quang An,226A010222,Ngoại ngữ,Ngôn ngữ Trung,226A004,Kỹ năng giao tiếp - Nhóm 1,78,100,8.5,100,Đại cương,Có,Tự luận,Không,Không,8,Có,Có,Có
Bùi Minh An,226A010223,Cơ khí,Tự động hoá,226A005,Lập trình PLC - Nhóm 1,33,100,9.0,75,Chuyên ngành,Có,Trắc nghiệm,Không,Không,8,Không,Có,Không
Nguyễn Anh Dũng,226A010224,Cơ khí,Tự động hoá,226A005,Điều khiển tự động - Nhóm 1,90,100,8.8,100,Chuyên ngành,Có,Tự luận,Không,Không,0,Có,Không,Có
Lê Thái Vinh,226A010225,Kỹ thuật điện,Điện công nghiệp,226A005,Truyền động điện - Nhóm 1,76,100,9.0,100,Chuyên ngành,Có,Tự luận,Không,Không,11,Có,Không,Không
Lê Văn Bình,226A010226,Công nghệ thông tin,Công nghệ phần mềm,226A001,Pháp luật đại cương - Nhóm 1,22,33,9.0,40,Đại cương,Không,Trắc nghiệm,Không,Không,41,Không,Không,Có
Huỳnh Văn Khang,226A010227,Kỹ thuật điện,Điện dân dụng,226A005,Mạch điện cơ bản - Nhóm 1,5,25,7.0,35,Chuyên ngành,Không,Trắc nghiệm,Không,Không,50,Không,Không,Có
Lê Thành Khang,226A010228,Ngoại ngữ,Ngôn ngữ Trung,226A004,Kỹ năng giao tiếp - Nhóm 1,83,100,8.3,100,Đại cương,Có,Tự luận,Không,Không,16,Có,Không,Không
Đặng Ngọc Quân,226A010229,Kỹ thuật điện,Điện dân dụng,226A005,An toàn điện - Nhóm 1,41,83,6.3,55,Chuyên ngành,Có,Tự luận,Có,Có,100,Có,Có,Có
Bùi Ngọc Vinh,226A010230,Công nghệ thông tin,Công nghệ phần mềm,226A001,Kiến trúc phần mềm - Nhóm 1,89,100,9.5,100,Chuyên ngành,Có,Trắc nghiệm,Không,Không,8,Không,Có,Không
Bùi Anh Cường,226A010231,Ngoại ngữ,Ngôn ngữ Anh,226A003,Pháp luật đại cương - Nhóm 1,20,25,7.3,20,Đại cương,Có,Tự luận,Không,Không,100,Không,Có,Không
Đặng Anh Quân,226A010232,Cơ khí,Tự động hoá,226A005,Điều khiển tự động - Nhóm 1,78,100,9.0,100,Chuyên ngành,Có,Trắc nghiệm,Có,Không,11,Có,Có,Có
Nguyễn Hữu Nam,226A010233,Ngoại ngữ,Ngôn ngữ Anh,226A003,Kỹ năng giao tiếp - Nhóm 1,69,100,9.8,100,Đại cương,Có,Trắc nghiệm,Không,Không,22,Có,Không,Không
Nguyễn Đức Tùng,226A010234,Công nghệ thông tin,Công nghệ phần mềm,226A001,Cấu trúc dữ liệu - Nhóm 1,63,100,8.0,100,Chuyên ngành,Không,Tự luận,Không,Không,0,Không,Không,Có
Lê Anh Bình,226A010235,Cơ khí,Chế tạo máy,226A005,Chi tiết máy - Nhóm 1,0,16,8.3,20,Chuyên ngành,Có,Tự luận,Không,Không,50,Có,Có,Không
Hoàng Văn Bình,226A010236,Ngoại ngữ,Ngôn ngữ Trung,226A004,Vật lý đại cương - Nhóm 1,23,16,9.0,25,Đại cương,Không,Tự luận,Không,Không,25,Không,Có,Có
Nguyễn Ngọc Hưng,226A010237,Kỹ thuật điện,Điện dân dụng,226A005,An toàn điện - Nhóm 1,68,100,5.5,100,Chuyên ngành,Có,Trắc nghiệm,Không,Không,16,Có,Có,Không
Nguyễn Ngọc Bình,226A010238,Cơ khí,Chế tạo máy,226A005,Cơ học lý thuyết - Nhóm 1,80,100,9.8,100,Chuyên ngành,Có,Trắc nghiệm,Không,Không,16,Có,Không,Không
Hoàng Minh Nam,226A010239,Cơ khí,Chế tạo máy,226A005,Cơ học lý thuyết - Nhóm 1,58,100,7.5,20,Chuyên ngành,Có,Trắc nghiệm,Không,Không,16,Có,Có,Không
Đỗ Gia Dũng,226A010240,Cơ khí,Tự động hoá,226A005,Toán cao cấp - Nhóm 1,5,33,8.0,50,Đại cương,Không,Trắc nghiệm,Không,Không,66,Có,Có,Có
Lê Thái An,226A010241,Cơ khí,Chế tạo máy,226A005,Công nghệ CNC - Nhóm 1,21,25,8.3,30,Chuyên ngành,Có,Trắc nghiệm,Không,Không,58,Không,Không,Có
